POP,41,7,3
POP,42,7,3
POP,43,7,3
POP,44,7,3
POP,45,7,3
POP,46,7,3
POP,47,7,3
POP,48,7,3
POP,49,7,3
POP,50,7,3
POP,51,7,3
POP,52,7,3
POP,53,7,3
POP,54,7,3
POP,55,7,3
POP,56,7,3
POP,57,7,3
POP,58,7,3
POP,59,7,3
POP,60,7,3
POP,61,7,3
POP,62,7,3
POP,63,7,3
POP,-63,-8,3
POP,-63,-7,3
POP,-63,-6,3
POP,-63,-5,3
POP,-63,-4,3
POP,-63,-3,3
POP,-63,-2,3
POP,-63,-1,3
POP,-63,0,3
POP,-63,1,3
POP,-63,2,3
POP,-63,3,3
POP,-63,4,3
POP,-63,5,3
POP,-63,6,3
POP,-63,7,3
POP,63,-8,3
POP,63,-7,3
POP,63,-6,3
POP,63,-5,3
POP,63,-4,3
POP,63,-3,3
POP,63,-2,3
POP,63,-1,3
POP,63,0,3
POP,63,1,3
POP,63,2,3
POP,63,3,3
POP,63,4,3
POP,63,5,3
POP,63,6,3
POP,63,7,3
